Word,word_Two,Year,Frequency
dull,weeks,1855,1
dull,without,1855,1
dull,worker,1855,1
dull,extensively,1857,1
dull,fingers,1857,1
dull,found,1857,1
dull,further,1857,1
dull,general,1857,1
dull,heat,1857,1
dull,hereditary,1857,1
dull,increased,1857,1
dull,ireland,1857,1
dull,laborer,1857,1
dull,marked,1857,1
dull,months,1857,1
dull,occasional,1857,1
dull,other,1857,1
dull,over,1857,1
dull,parker,1857,1
dull,patient,1857,1
dull,pressed,1857,1
dull,pretty,1857,1
dull,remains,1857,1
dull,since,1857,1
dull,slight,1857,1
dull,spines,1857,1
dull,tenderness,1857,1
dull,that,1857,1
dull,thigh,1857,1
dull,time,1857,1
dull,today,1857,1
dull,vertebral,1857,1
dull,walk,1857,1
dull,weakness,1857,1
dull,work,1857,1
dull,first,1862,1
dull,followed,1862,1
dull,hacking,1862,1
dull,improved,1862,1
dull,james,1862,1
dull,liver,1862,1
dull,most,1862,1
dull,pain,1862,1
dull,pains,1862,1
dull,phthisis,1862,1
dull,poor,1862,1
dull,rather,1862,1
dull,severe,1862,1
dull,signs,1862,1
dull,some,1862,1
dull,somewhat,1862,1
dull,sounds,1862,1
dull,summit,1862,1
dull,that,1862,1
dull,this,1862,1
dull,treatment,1862,1
dull,troubled,1862,1
dull,under,1862,1
dull,usual,1862,1
dull,usually,1862,1
dull,within,1862,1
dull,year,1862,1
dull,evening,1844,1
dull,feeble,1844,1
dull,fever,1844,1
dull,fluid,1844,1
dull,food,1844,1
dull,good,1844,1
dull,green,1844,1
dull,greenish,1844,1
dull,grim,1844,1
dull,having,1844,1
dull,head,1844,1
dull,health,1844,1
dull,heard,1844,1
dull,irritation,1844,1
dull,light,1844,1
dull,lost,1844,1
dull,loud,1844,1
dull,made,1844,1
dull,midnight,1844,1
dull,moderate,1844,1
dull,moist,1844,1
dull,more,1844,1
dull,most,1844,1
dull,naturally,1844,1
dull,neck,1844,1
dull,night,1844,1
dull,nose,1844,1
dull,once,1844,1
dull,posterior,1844,1
dull,previously,1844,1
dull,produced,1844,1
dull,quart,1844,1
dull,quick,1844,1
dull,recommenced,1844,1
dull,region,1844,1
dull,removed,1844,1
dull,return,1844,1
dull,second,1844,1
dull,seized,1844,1
dull,since,1844,1
dull,skin,1844,1
dull,slight,1844,1
dull,soft,1844,1
dull,soon,1844,1
dull,sound,1844,1
dull,stated,1844,1
dull,still,1844,1
dull,stomach,1844,1
dull,stool,1844,1
dull,substituted,1844,1
dull,suddenly,1844,1
dull,supper,1844,1
dull,taking,1844,1
dull,than,1844,1
dull,that,1844,1
dull,there,1844,1
dull,thick,1844,1
dull,thinks,1844,1
dull,tongue,1844,1
dull,took,1844,1
dull,travelling,1844,1
dull,until,1844,1
dull,usual,1844,1
dull,valve,1844,1
dull,weeks,1844,1
dull,when,1844,1
dull,while,1844,1
dull,yellow,1844,1
dullness,heart,1846,5
dullness,john,1846,3
dullness,years,1846,3
dullness,knees,1846,2
dullness,months,1846,2
dullness,pains,1846,2
dullness,physician,1846,2
dullness,dysphoria,1862,2
dullness,night,1862,2
dullness,england,1846,1
dullness,enlarge,1846,1
dullness,especially,1846,1
dullness,examining,1846,1
dullness,feet,1846,1
dullness,found,1846,1
dullness,going,1846,1
dullness,good,1846,1
dullness,have,1846,1
dullness,head,1846,1
dullness,impulse,1846,1
dullness,large,1846,1
dullness,measles,1846,1
dullness,medicine,1846,1
dullness,mutism,1846,1
dullness,natural,1846,1
dullness,never,1846,1
dullness,noticed,1846,1
dullness,open,1846,1
dullness,over,1846,1
